Scenario,Variable,Region,Unit,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
ssp245,Land use,World,W/m2,0,-2.40E-06,-9.61E-06,-2.16E-05,-3.84E-05,-6.00E-05,-8.65E-05,-0.000117697,-0.000153727,-0.00019456,-0.000240198,-0.000290639,-0.000345885,-0.000405934,-0.000470788,-0.000540445,-0.000614907,-0.000694172,-0.000778241,-0.000867114,-0.000960791,-0.001059273,-0.001162558,-0.001270647,-0.00138354,-0.001501237,-0.001623737,-0.001751042,-0.001883151,-0.002020064,-0.002161781,-0.002308301,-0.002459626,-0.002615755,-0.002776687,-0.002942424,-0.003112964,-0.003288309,-0.003468457,-0.003653409,-0.003843166,-0.004037726,-0.00423709,-0.004441258,-0.00465023,-0.004864007,-0.005082587,-0.005305971,-0.005534159,-0.00576715,-0.006004946,-0.006247546,-0.00649495,-0.006747158,-0.007004169,-0.007265985,-0.007532605,-0.007804028,-0.008080256,-0.008361287,-0.008647123,-0.008937762,-0.009233205,-0.009533453,-0.009838504,-0.010148359,-0.010463018,-0.010782482,-0.011106749,-0.01143582,-0.011769695,-0.012108374,-0.012451857,-0.012800144,-0.013153234,-0.013511129,-0.013873828,-0.014241331,-0.014613637,-0.014990748,-0.015372663,-0.015759381,-0.016150904,-0.01654723,-0.01694836,-0.017354295,-0.017765033,-0.018180575,-0.018600922,-0.019026072,-0.019456026,-0.019890784,-0.020330346,-0.020774712,-0.021223882,-0.021677856,-0.022136634,-0.022600216,-0.023068602,-0.023541792,-0.024019785,-0.024596376,-0.025212542,-0.025836963,-0.026471898,-0.027108849,-0.027737865,-0.028386626,-0.029031499,-0.02968156,-0.030345574,-0.030953244,-0.031557969,-0.032156815,-0.032748377,-0.033320619,-0.03388253,-0.034452458,-0.035014104,-0.035568854,-0.036133704,-0.036753243,-0.037377015,-0.038044052,-0.03869529,-0.039389751,-0.040102658,-0.040820144,-0.041515359,-0.042231433,-0.042946028,-0.043684696,-0.044422658,-0.045199857,-0.045960069,-0.04675379,-0.047547291,-0.048322021,-0.049128677,-0.049908014,-0.050711666,-0.051574893,-0.052484078,-0.053380414,-0.054317581,-0.055258131,-0.056199843,-0.057127378,-0.058089823,-0.059041903,-0.060013797,-0.060998472,-0.061988974,-0.063000116,-0.064004643,-0.065027116,-0.06608186,-0.06713891,-0.068176564,-0.069233949,-0.07031479,-0.071352083,-0.07240683,-0.073430864,-0.074417387,-0.075421797,-0.076420687,-0.07740898,-0.078402238,-0.079396177,-0.080375427,-0.081381391,-0.082438802,-0.083488261,-0.084560705,-0.08563611,-0.086710893,-0.087788264,-0.088873407,-0.089952897,-0.09102236,-0.092119391,-0.093252386,-0.094395993,-0.095553575,-0.096719991,-0.097869662,-0.099027947,-0.100201028,-0.101384993,-0.102555643,-0.103748403,-0.10500234,-0.106263039,-0.107513156,-0.108758374,-0.110002259,-0.111236365,-0.112468018,-0.113680872,-0.114877534,-0.116233904,-0.117667356,-0.119082952,-0.120522804,-0.122048179,-0.12360475,-0.125182359,-0.126782709,-0.128354157,-0.130046312,-0.131511713,-0.13300214,-0.134385527,-0.135731895,-0.137012168,-0.13824137,-0.139382667,-0.140562866,-0.141728106,-0.143003387,-0.144247665,-0.145366073,-0.146544022,-0.14768996,-0.148812806,-0.149918374,-0.15102937,-0.152234241,-0.153417106,-0.154441258,-0.155526766,-0.156582207,-0.1575751,-0.158620711,-0.159852967,-0.161009151,-0.162216953,-0.16338381,-0.164513777,-0.165596183,-0.166683672,-0.167769715,-0.168918699,-0.170005589,-0.171292539,-0.172479632,-0.173793495,-0.175411984,-0.176754675,-0.178066435,-0.179223984,-0.180265289,-0.181385889,-0.182713549,-0.183894431,-0.184963212,-0.186128397,-0.187132407,-0.188198853,-0.189351328,-0.190550551,-0.191703962,-0.192939016,-0.194057002,-0.195236181,-0.196444947,-0.197407804,-0.198332369,-0.199172519,-0.2,-0.200751491,-0.201527848,-0.202301638,-0.203066564,-0.203066564
ssp245,Volcanic,World,W/m2,0.246391008,0.24641247,0.246419681,0.246422103,0.246422921,-0.116728684,-0.00449655,0.156275043,0.215874996,0.236149688,0.242971751,0.245263888,0.24603386,-0.890820615,-0.539512136,-0.035952273,0.150735204,0.214242681,-0.313290227,-0.136472271,0.108944764,0.199839903,0.230757125,0.241160054,0.24465531,0.245829436,0.246223838,0.246356319,0.246400822,0.246415767,0.246420787,0.24642247,0.246423033,0.24642323,-2.061152454,-1.349945154,-0.327106143,0.052072679,0.181061671,0.224464113,0.23904683,0.243945479,0.245590991,0.24614373,0.246329406,0.246391779,0.025182313,0.093560599,0.191504221,0.227813019,0.240164536,0.2443206,0.245716985,0.246186063,0.246343628,0.24639656,0.246414339,0.246420305,0.24642231,0.246422982,-3.283193242,-2.212218578,-0.636926828,-0.05291596,0.145753248,0.212601768,-6.455758865,-4.750234104,-1.560522125,-0.366210158,0.040375668,0.17719798,0.223169242,-0.015950444,0.06787124,0.182334458,0.224708275,0.239120505,0.243969848,0.245599162,0.246146478,0.246330334,-3.342833909,-2.313054017,-0.673192462,-0.065206248,-1.026814193,-0.596315695,-0.055536949,0.14413355,0.212024077,0.234866476,0.242541163,0.24511926,0.245985275,-0.05635035,0.037274126,0.171283188,0.220960817,0.237860086,0.243546385,0.245486068,0.245842523,0.238493171,0.246023229,0.246649362,-0.173711446,-0.038304603,0.146673648,0.213704274,0.236016686,0.243378201,0.118307571,0.094238356,-0.692119028,-0.362800983,0.038346464,0.178444668,0.224731875,0.239871784,0.244816072,0.246430369,0.24695602,0.240915657,0.133237095,0.240623896,0.24716233,0.219154276,0.228442966,0.24064642,0.242242154,0.194194887,0.192941428,0.243866965,-0.277218465,-1.847969088,-0.759684592,-0.157606255,-0.003385799,0.181086627,0.237916008,0.073533245,-0.0756282,-0.037344516,0.15071032,0.215774031,0.23668094,0.24263756,0.24415687,0.24440193,0.244287347,0.244069602,0.243847378,0.007888733,-0.700558872,-0.24577168,0.120776828,0.225678559,0.063444686,0.176417571,0.242036872,0.241792045,0.241543095,-0.340997887,-0.248960343,0.052521652,0.214513572,0.239832788,0.239961045,0.239685265,0.239403379,0.239117427,0.238827339,0.099849309,0.164137004,0.237932374,0.237625798,0.237315155,0.237000355,0.198287335,0.009617596,0.236031321,0.235700087,0.050137615,0.196934349,0.234681665,0.234333979,0.233982163,0.233626238,0.233266189,0.232902032,0.232533757,0.232161381,0.231784857,0.231404237,0.231019498,0.230630675,0.230237686,0.229840613,0.229439431,0.229034114,0.228624706,0.22821116,0.227793506,0.227371754,0.226945857,0.226515855,0.22608176,0.225643517,0.225201183,0.22475473,0.224304176,0.212716053,0.022043766,-0.866306042,-0.618902914,-0.298486612,0.155161022,-0.105414249,0.011417295,0.097829001,0.09369097,-0.043463734,0.072032361,0.202489417,0.070650438,-0.176655696,0.083381045,0.168028365,0.193015016,0.177572517,0.13238146,0.100339081,-0.245338392,-0.706958684,-0.24331905,0.020547461,0.018967176,0.096925853,0.15093587,0.18801116,0.183691019,-0.528611176,-1.741204478,-0.747536443,-0.040998913,0.132348997,0.195174714,0.215744422,0.217402831,0.220889653,0.221536499,0.216276086,0.22305988,0.206704845,0.21761975,0.191487296,0.175515176,0.163320347,0.179477208,0.151295608,0.184927372,0.145307925,0.182729628,0.205680245,0.187819398,0.157038124,0.178190712,0.204682078,0.18670517,0.133221449,0.096303611,0.153447806,0.095918162,0.207454214,0.186708793
ssp245,Solar,World,W/m2,0.102215039,0.097800073,0.079453784,0.049375854,0.013198096,-0.021216797,-0.045694116,-0.053276001,-0.034134082,0.017223047,0.067722144,0.092605078,0.086458447,0.064368018,0.031029565,-0.005725415,-0.035569336,-0.049687866,-0.036505371,0.019656738,0.085803223,0.117472412,0.109921729,0.086988867,0.051045117,0.010296387,-0.025428955,-0.04658335,-0.042776807,0.00185647,0.073260352,0.116037158,0.115881152,0.09159104,0.054726855,0.011201221,-0.025491357,-0.044789282,-0.031091968,0.037519409,0.117659619,0.14483584,0.13073291,0.112558228,0.081778271,0.045912524,0.008018701,-0.025850171,-0.050889111,-0.063119971,-0.060592676,-0.042386792,-0.01251167,0.015631787,0.032792432,0.035070117,0.026520996,0.012043652,-0.008003101,-0.029656714,-0.049173047,-0.062589551,-0.067285327,-0.062012329,-0.04633374,-0.025428955,-0.006458643,0.005148193,0.006895459,-0.000452417,-0.01385332,-0.031169971,-0.047768994,-0.059188623,-0.061591113,-0.049968677,-0.020031152,0.013354102,0.037753418,0.045163696,0.036130957,0.016396216,-0.010155981,-0.035272925,-0.05084231,-0.048299414,-0.014945361,0.044071655,0.088002905,0.099828149,0.086146436,0.063712793,0.030920361,-0.003931348,-0.034258887,-0.052792383,-0.05404043,-0.041669165,-0.029329102,-0.016957837,-0.004586572,0.007755115,0.002283199,0.001503155,-0.008608617,-0.022483778,-0.031076153,-0.033493861,-0.027442585,-0.010582326,0.003677079,0.014255227,0.012137769,-0.000113051,-0.00729009,-0.014365156,-0.02002363,-0.022910636,-0.027321755,-0.017514599,0.00030808,0.001711748,0.012501711,0.006781097,-0.002874825,-0.011223703,-0.026864081,-0.034041629,-0.038585891,-0.044414996,-0.043133184,-0.02914475,-0.009765283,-0.0139294,-0.016904667,0.006303574,-0.008147652,-0.024589088,-0.0347705,-0.03873455,-0.040153643,-0.036669284,-0.011180534,0.009687197,0.026166585,0.045983347,0.027203746,0.001572803,-0.014835431,-0.022544941,-0.031760399,-0.037104946,-0.046172392,-0.044020665,-0.025593424,0.007650937,-0.007035736,0.016989508,0.003997426,0.012103199,-0.004713129,-0.017121066,-0.035164704,-0.042070688,-0.040539982,-0.026775991,0.012960753,0.044951,0.066088955,0.069872033,0.03721586,0.006247097,-0.012936006,-0.030427682,-0.034474303,-0.026714256,-0.005576675,0.022760144,0.046467863,0.030929014,0.022965815,0.023177128,0.000975443,-0.015562053,-0.022505192,-0.014754991,0.011807207,0.069491105,0.072716596,0.062298183,0.05939626,0.039991591,0.024234164,0.005791151,-0.012855396,-0.00760081,0.027684672,0.044758679,0.090184252,0.105744011,0.090747839,0.057158453,0.012638911,0.010661935,-0.002371802,-0.002214728,0.025055738,0.085120676,0.140971596,0.148348622,0.116747134,0.095109484,0.047058505,0.013677183,0.002084495,-0.003225144,-0.000255593,0.025326675,0.057061643,0.073798401,0.076757746,0.078687518,0.050055185,0.048265187,0.019473292,0.005395537,0.005675237,0.001041957,0.03112505,0.077248973,0.115961036,0.108322711,0.11087221,0.067596484,0.065785705,0.014804317,-0.002380265,-0.000259183,0.010584463,0.055609312,0.117371927,0.105951871,0.104195202,0.083534446,0.034701259,0.005129601,-0.000487593,-0.012655272,0.003701228,0.05061655,0.085073072,0.110136855,0.099598671,0.104868677,0.043571881,0.016789555,-0.009682365,-0.015652004,-0.0271628,-0.029668862,-0.029721937,-0.007547777,0.026778812,0.041142496,0.049433641,0.059315907,0.02942091,-0.007377415,-0.01725677,-0.021257743,-0.021963061,-0.016758823,0.019767054,0.059602872,0.082191409,0.091047066
ssp245-noCO2,Land use,World,W/m2,0,-2.40E-06,-9.61E-06,-2.16E-05,-3.84E-05,-6.00E-05,-8.65E-05,-0.000117697,-0.000153727,-0.00019456,-0.000240198,-0.000290639,-0.000345885,-0.000405934,-0.000470788,-0.000540445,-0.000614907,-0.000694172,-0.000778241,-0.000867114,-0.000960791,-0.001059273,-0.001162558,-0.001270647,-0.00138354,-0.001501237,-0.001623737,-0.001751042,-0.001883151,-0.002020064,-0.002161781,-0.002308301,-0.002459626,-0.002615755,-0.002776687,-0.002942424,-0.003112964,-0.003288309,-0.003468457,-0.003653409,-0.003843166,-0.004037726,-0.00423709,-0.004441258,-0.00465023,-0.004864007,-0.005082587,-0.005305971,-0.005534159,-0.00576715,-0.006004946,-0.006247546,-0.00649495,-0.006747158,-0.007004169,-0.007265985,-0.007532605,-0.007804028,-0.008080256,-0.008361287,-0.008647123,-0.008937762,-0.009233205,-0.009533453,-0.009838504,-0.010148359,-0.010463018,-0.010782482,-0.011106749,-0.01143582,-0.011769695,-0.012108374,-0.012451857,-0.012800144,-0.013153234,-0.013511129,-0.013873828,-0.014241331,-0.014613637,-0.014990748,-0.015372663,-0.015759381,-0.016150904,-0.01654723,-0.01694836,-0.017354295,-0.017765033,-0.018180575,-0.018600922,-0.019026072,-0.019456026,-0.019890784,-0.020330346,-0.020774712,-0.021223882,-0.021677856,-0.022136634,-0.022600216,-0.023068602,-0.023541792,-0.024019785,-0.024596376,-0.025212542,-0.025836963,-0.026471898,-0.027108849,-0.027737865,-0.028386626,-0.029031499,-0.02968156,-0.030345574,-0.030953244,-0.031557969,-0.032156815,-0.032748377,-0.033320619,-0.03388253,-0.034452458,-0.035014104,-0.035568854,-0.036133704,-0.036753243,-0.037377015,-0.038044052,-0.03869529,-0.039389751,-0.040102658,-0.040820144,-0.041515359,-0.042231433,-0.042946028,-0.043684696,-0.044422658,-0.045199857,-0.045960069,-0.04675379,-0.047547291,-0.048322021,-0.049128677,-0.049908014,-0.050711666,-0.051574893,-0.052484078,-0.053380414,-0.054317581,-0.055258131,-0.056199843,-0.057127378,-0.058089823,-0.059041903,-0.060013797,-0.060998472,-0.061988974,-0.063000116,-0.064004643,-0.065027116,-0.06608186,-0.06713891,-0.068176564,-0.069233949,-0.07031479,-0.071352083,-0.07240683,-0.073430864,-0.074417387,-0.075421797,-0.076420687,-0.07740898,-0.078402238,-0.079396177,-0.080375427,-0.081381391,-0.082438802,-0.083488261,-0.084560705,-0.08563611,-0.086710893,-0.087788264,-0.088873407,-0.089952897,-0.09102236,-0.092119391,-0.093252386,-0.094395993,-0.095553575,-0.096719991,-0.097869662,-0.099027947,-0.100201028,-0.101384993,-0.102555643,-0.103748403,-0.10500234,-0.106263039,-0.107513156,-0.108758374,-0.110002259,-0.111236365,-0.112468018,-0.113680872,-0.114877534,-0.116233904,-0.117667356,-0.119082952,-0.120522804,-0.122048179,-0.12360475,-0.125182359,-0.126782709,-0.128354157,-0.130046312,-0.131511713,-0.13300214,-0.134385527,-0.135731895,-0.137012168,-0.13824137,-0.139382667,-0.140562866,-0.141728106,-0.143003387,-0.144247665,-0.145366073,-0.146544022,-0.14768996,-0.148812806,-0.149918374,-0.15102937,-0.152234241,-0.153417106,-0.154441258,-0.155526766,-0.156582207,-0.1575751,-0.158620711,-0.159852967,-0.161009151,-0.162216953,-0.16338381,-0.164513777,-0.165596183,-0.166683672,-0.167769715,-0.168918699,-0.170005589,-0.171292539,-0.172479632,-0.173793495,-0.175411984,-0.176754675,-0.178066435,-0.179223984,-0.180265289,-0.181385889,-0.182713549,-0.183894431,-0.184963212,-0.186128397,-0.187132407,-0.188198853,-0.189351328,-0.190550551,-0.191703962,-0.192939016,-0.194057002,-0.195236181,-0.196444947,-0.197407804,-0.198332369,-0.199172519,-0.2,-0.200751491,-0.201527848,-0.202301638,-0.203066564,-0.203066564
ssp245-noCO2,Volcanic,World,W/m2,0.246391008,0.24641247,0.246419681,0.246422103,0.246422921,-0.116728684,-0.00449655,0.156275043,0.215874996,0.236149688,0.242971751,0.245263888,0.24603386,-0.890820615,-0.539512136,-0.035952273,0.150735204,0.214242681,-0.313290227,-0.136472271,0.108944764,0.199839903,0.230757125,0.241160054,0.24465531,0.245829436,0.246223838,0.246356319,0.246400822,0.246415767,0.246420787,0.24642247,0.246423033,0.24642323,-2.061152454,-1.349945154,-0.327106143,0.052072679,0.181061671,0.224464113,0.23904683,0.243945479,0.245590991,0.24614373,0.246329406,0.246391779,0.025182313,0.093560599,0.191504221,0.227813019,0.240164536,0.2443206,0.245716985,0.246186063,0.246343628,0.24639656,0.246414339,0.246420305,0.24642231,0.246422982,-3.283193242,-2.212218578,-0.636926828,-0.05291596,0.145753248,0.212601768,-6.455758865,-4.750234104,-1.560522125,-0.366210158,0.040375668,0.17719798,0.223169242,-0.015950444,0.06787124,0.182334458,0.224708275,0.239120505,0.243969848,0.245599162,0.246146478,0.246330334,-3.342833909,-2.313054017,-0.673192462,-0.065206248,-1.026814193,-0.596315695,-0.055536949,0.14413355,0.212024077,0.234866476,0.242541163,0.24511926,0.245985275,-0.05635035,0.037274126,0.171283188,0.220960817,0.237860086,0.243546385,0.245486068,0.245842523,0.238493171,0.246023229,0.246649362,-0.173711446,-0.038304603,0.146673648,0.213704274,0.236016686,0.243378201,0.118307571,0.094238356,-0.692119028,-0.362800983,0.038346464,0.178444668,0.224731875,0.239871784,0.244816072,0.246430369,0.24695602,0.240915657,0.133237095,0.240623896,0.24716233,0.219154276,0.228442966,0.24064642,0.242242154,0.194194887,0.192941428,0.243866965,-0.277218465,-1.847969088,-0.759684592,-0.157606255,-0.003385799,0.181086627,0.237916008,0.073533245,-0.0756282,-0.037344516,0.15071032,0.215774031,0.23668094,0.24263756,0.24415687,0.24440193,0.244287347,0.244069602,0.243847378,0.007888733,-0.700558872,-0.24577168,0.120776828,0.225678559,0.063444686,0.176417571,0.242036872,0.241792045,0.241543095,-0.340997887,-0.248960343,0.052521652,0.214513572,0.239832788,0.239961045,0.239685265,0.239403379,0.239117427,0.238827339,0.099849309,0.164137004,0.237932374,0.237625798,0.237315155,0.237000355,0.198287335,0.009617596,0.236031321,0.235700087,0.050137615,0.196934349,0.234681665,0.234333979,0.233982163,0.233626238,0.233266189,0.232902032,0.232533757,0.232161381,0.231784857,0.231404237,0.231019498,0.230630675,0.230237686,0.229840613,0.229439431,0.229034114,0.228624706,0.22821116,0.227793506,0.227371754,0.226945857,0.226515855,0.22608176,0.225643517,0.225201183,0.22475473,0.224304176,0.212716053,0.022043766,-0.866306042,-0.618902914,-0.298486612,0.155161022,-0.105414249,0.011417295,0.097829001,0.09369097,-0.043463734,0.072032361,0.202489417,0.070650438,-0.176655696,0.083381045,0.168028365,0.193015016,0.177572517,0.13238146,0.100339081,-0.245338392,-0.706958684,-0.24331905,0.020547461,0.018967176,0.096925853,0.15093587,0.18801116,0.183691019,-0.528611176,-1.741204478,-0.747536443,-0.040998913,0.132348997,0.195174714,0.215744422,0.217402831,0.220889653,0.221536499,0.216276086,0.22305988,0.206704845,0.21761975,0.191487296,0.175515176,0.163320347,0.179477208,0.151295608,0.184927372,0.145307925,0.182729628,0.205680245,0.187819398,0.157038124,0.178190712,0.204682078,0.18670517,0.133221449,0.096303611,0.153447806,0.095918162,0.207454214,0.186708793
ssp245-noCO2,Solar,World,W/m2,0.102215039,0.097800073,0.079453784,0.049375854,0.013198096,-0.021216797,-0.045694116,-0.053276001,-0.034134082,0.017223047,0.067722144,0.092605078,0.086458447,0.064368018,0.031029565,-0.005725415,-0.035569336,-0.049687866,-0.036505371,0.019656738,0.085803223,0.117472412,0.109921729,0.086988867,0.051045117,0.010296387,-0.025428955,-0.04658335,-0.042776807,0.00185647,0.073260352,0.116037158,0.115881152,0.09159104,0.054726855,0.011201221,-0.025491357,-0.044789282,-0.031091968,0.037519409,0.117659619,0.14483584,0.13073291,0.112558228,0.081778271,0.045912524,0.008018701,-0.025850171,-0.050889111,-0.063119971,-0.060592676,-0.042386792,-0.01251167,0.015631787,0.032792432,0.035070117,0.026520996,0.012043652,-0.008003101,-0.029656714,-0.049173047,-0.062589551,-0.067285327,-0.062012329,-0.04633374,-0.025428955,-0.006458643,0.005148193,0.006895459,-0.000452417,-0.01385332,-0.031169971,-0.047768994,-0.059188623,-0.061591113,-0.049968677,-0.020031152,0.013354102,0.037753418,0.045163696,0.036130957,0.016396216,-0.010155981,-0.035272925,-0.05084231,-0.048299414,-0.014945361,0.044071655,0.088002905,0.099828149,0.086146436,0.063712793,0.030920361,-0.003931348,-0.034258887,-0.052792383,-0.05404043,-0.041669165,-0.029329102,-0.016957837,-0.004586572,0.007755115,0.002283199,0.001503155,-0.008608617,-0.022483778,-0.031076153,-0.033493861,-0.027442585,-0.010582326,0.003677079,0.014255227,0.012137769,-0.000113051,-0.00729009,-0.014365156,-0.02002363,-0.022910636,-0.027321755,-0.017514599,0.00030808,0.001711748,0.012501711,0.006781097,-0.002874825,-0.011223703,-0.026864081,-0.034041629,-0.038585891,-0.044414996,-0.043133184,-0.02914475,-0.009765283,-0.0139294,-0.016904667,0.006303574,-0.008147652,-0.024589088,-0.0347705,-0.03873455,-0.040153643,-0.036669284,-0.011180534,0.009687197,0.026166585,0.045983347,0.027203746,0.001572803,-0.014835431,-0.022544941,-0.031760399,-0.037104946,-0.046172392,-0.044020665,-0.025593424,0.007650937,-0.007035736,0.016989508,0.003997426,0.012103199,-0.004713129,-0.017121066,-0.035164704,-0.042070688,-0.040539982,-0.026775991,0.012960753,0.044951,0.066088955,0.069872033,0.03721586,0.006247097,-0.012936006,-0.030427682,-0.034474303,-0.026714256,-0.005576675,0.022760144,0.046467863,0.030929014,0.022965815,0.023177128,0.000975443,-0.015562053,-0.022505192,-0.014754991,0.011807207,0.069491105,0.072716596,0.062298183,0.05939626,0.039991591,0.024234164,0.005791151,-0.012855396,-0.00760081,0.027684672,0.044758679,0.090184252,0.105744011,0.090747839,0.057158453,0.012638911,0.010661935,-0.002371802,-0.002214728,0.025055738,0.085120676,0.140971596,0.148348622,0.116747134,0.095109484,0.047058505,0.013677183,0.002084495,-0.003225144,-0.000255593,0.025326675,0.057061643,0.073798401,0.076757746,0.078687518,0.050055185,0.048265187,0.019473292,0.005395537,0.005675237,0.001041957,0.03112505,0.077248973,0.115961036,0.108322711,0.11087221,0.067596484,0.065785705,0.014804317,-0.002380265,-0.000259183,0.010584463,0.055609312,0.117371927,0.105951871,0.104195202,0.083534446,0.034701259,0.005129601,-0.000487593,-0.012655272,0.003701228,0.05061655,0.085073072,0.110136855,0.099598671,0.104868677,0.043571881,0.016789555,-0.009682365,-0.015652004,-0.0271628,-0.029668862,-0.029721937,-0.007547777,0.026778812,0.041142496,0.049433641,0.059315907,0.02942091,-0.007377415,-0.01725677,-0.021257743,-0.021963061,-0.016758823,0.019767054,0.059602872,0.082191409,0.091047066
ssp245-noGHG,Land use,World,W/m2,0,-2.40E-06,-9.61E-06,-2.16E-05,-3.84E-05,-6.00E-05,-8.65E-05,-0.000117697,-0.000153727,-0.00019456,-0.000240198,-0.000290639,-0.000345885,-0.000405934,-0.000470788,-0.000540445,-0.000614907,-0.000694172,-0.000778241,-0.000867114,-0.000960791,-0.001059273,-0.001162558,-0.001270647,-0.00138354,-0.001501237,-0.001623737,-0.001751042,-0.001883151,-0.002020064,-0.002161781,-0.002308301,-0.002459626,-0.002615755,-0.002776687,-0.002942424,-0.003112964,-0.003288309,-0.003468457,-0.003653409,-0.003843166,-0.004037726,-0.00423709,-0.004441258,-0.00465023,-0.004864007,-0.005082587,-0.005305971,-0.005534159,-0.00576715,-0.006004946,-0.006247546,-0.00649495,-0.006747158,-0.007004169,-0.007265985,-0.007532605,-0.007804028,-0.008080256,-0.008361287,-0.008647123,-0.008937762,-0.009233205,-0.009533453,-0.009838504,-0.010148359,-0.010463018,-0.010782482,-0.011106749,-0.01143582,-0.011769695,-0.012108374,-0.012451857,-0.012800144,-0.013153234,-0.013511129,-0.013873828,-0.014241331,-0.014613637,-0.014990748,-0.015372663,-0.015759381,-0.016150904,-0.01654723,-0.01694836,-0.017354295,-0.017765033,-0.018180575,-0.018600922,-0.019026072,-0.019456026,-0.019890784,-0.020330346,-0.020774712,-0.021223882,-0.021677856,-0.022136634,-0.022600216,-0.023068602,-0.023541792,-0.024019785,-0.024596376,-0.025212542,-0.025836963,-0.026471898,-0.027108849,-0.027737865,-0.028386626,-0.029031499,-0.02968156,-0.030345574,-0.030953244,-0.031557969,-0.032156815,-0.032748377,-0.033320619,-0.03388253,-0.034452458,-0.035014104,-0.035568854,-0.036133704,-0.036753243,-0.037377015,-0.038044052,-0.03869529,-0.039389751,-0.040102658,-0.040820144,-0.041515359,-0.042231433,-0.042946028,-0.043684696,-0.044422658,-0.045199857,-0.045960069,-0.04675379,-0.047547291,-0.048322021,-0.049128677,-0.049908014,-0.050711666,-0.051574893,-0.052484078,-0.053380414,-0.054317581,-0.055258131,-0.056199843,-0.057127378,-0.058089823,-0.059041903,-0.060013797,-0.060998472,-0.061988974,-0.063000116,-0.064004643,-0.065027116,-0.06608186,-0.06713891,-0.068176564,-0.069233949,-0.07031479,-0.071352083,-0.07240683,-0.073430864,-0.074417387,-0.075421797,-0.076420687,-0.07740898,-0.078402238,-0.079396177,-0.080375427,-0.081381391,-0.082438802,-0.083488261,-0.084560705,-0.08563611,-0.086710893,-0.087788264,-0.088873407,-0.089952897,-0.09102236,-0.092119391,-0.093252386,-0.094395993,-0.095553575,-0.096719991,-0.097869662,-0.099027947,-0.100201028,-0.101384993,-0.102555643,-0.103748403,-0.10500234,-0.106263039,-0.107513156,-0.108758374,-0.110002259,-0.111236365,-0.112468018,-0.113680872,-0.114877534,-0.116233904,-0.117667356,-0.119082952,-0.120522804,-0.122048179,-0.12360475,-0.125182359,-0.126782709,-0.128354157,-0.130046312,-0.131511713,-0.13300214,-0.134385527,-0.135731895,-0.137012168,-0.13824137,-0.139382667,-0.140562866,-0.141728106,-0.143003387,-0.144247665,-0.145366073,-0.146544022,-0.14768996,-0.148812806,-0.149918374,-0.15102937,-0.152234241,-0.153417106,-0.154441258,-0.155526766,-0.156582207,-0.1575751,-0.158620711,-0.159852967,-0.161009151,-0.162216953,-0.16338381,-0.164513777,-0.165596183,-0.166683672,-0.167769715,-0.168918699,-0.170005589,-0.171292539,-0.172479632,-0.173793495,-0.175411984,-0.176754675,-0.178066435,-0.179223984,-0.180265289,-0.181385889,-0.182713549,-0.183894431,-0.184963212,-0.186128397,-0.187132407,-0.188198853,-0.189351328,-0.190550551,-0.191703962,-0.192939016,-0.194057002,-0.195236181,-0.196444947,-0.197407804,-0.198332369,-0.199172519,-0.2,-0.200751491,-0.201527848,-0.202301638,-0.203066564,-0.203066564
